Artist,Streams,Daily,As lead,Solo,As feature
Heart,"1,387.7",0.893,"1,386.6","1,381.1",1.2
K CAMP,"1,385.8",0.308,"1,121.6",782.8,264.3
LEA,"1,385.2",0.633,991.5,660.6,393.7
Judas Priest,"1,384.2",0.741,"1,384.2","1,384.2",
Sky Rompiendo,"1,383.3",1.755,232.0,,"1,151.3"
JACKBOYS,"1,382.3",0.625,"1,382.0",35.3,0.3
Chet Faker,"1,380.3",0.522,"1,005.4",846.3,374.9
Sleeping With Sirens,"1,380.2",0.498,"1,375.6","1,307.8",4.6
C-Kan,"1,379.5",1.144,"1,081.0",473.9,298.5
Ãngela Aguilar,"1,379.0",1.224,707.7,331.6,671.3
Modest Mouse,"1,378.7",0.578,"1,378.7","1,378.4",
Jamule,"1,378.1",0.579,832.2,531.5,545.9
Dimitri Vegas,"1,375.5",0.449,521.7,2.0,853.8
James Morrison,"1,375.2",0.407,"1,332.1",984.2,43.0
Simple Plan,"1,373.8",0.604,"1,372.2",920.2,1.6
Freddie Gibbs,"1,373.2",0.599,"1,040.0",247.4,333.2
Comethazine,"1,373.0",0.381,"1,371.5","1,233.6",1.6
Nightwish,"1,372.2",0.617,"1,372.2","1,371.5",
Miranda!,"1,370.1",1.565,"1,338.8","1,066.3",31.3
The Prodigy,"1,370.0",0.576,"1,363.0","1,185.2",7.0
Bipolar Sunshine,"1,370.0",0.313,74.6,53.9,"1,295.3"
Lola Indigo,"1,369.8",1.151,925.2,176.9,444.6
Fleet Foxes,"1,368.7",0.512,"1,309.0","1,307.8",59.6
Neon Trees,"1,367.9",0.652,"1,355.7","1,339.9",12.3
DeJ Loaf,"1,367.4",0.600,755.8,271.4,611.6
Duncan Laurence,"1,367.3",0.716,"1,337.4","1,170.7",29.9
LuchÃ¨,"1,367.2",0.812,803.6,545.0,563.5
Catfish and the Bottlemen,"1,366.7",0.461,"1,366.7","1,366.7",
The Piano Guys,"1,365.2",0.402,"1,246.2","1,199.0",119.0
aespa,"1,364.5",2.437,"1,358.0","1,324.1",6.5
TIAGO IORC,"1,364.2",0.557,"1,063.0",941.9,301.1
America,"1,363.8",0.893,"1,363.8",532.2,
mxmtoon,"1,362.1",0.595,889.4,862.2,472.7
LiSA,"1,362.1",1.262,"1,354.6","1,300.9",7.5
Lauren Alaina,"1,360.5",0.634,452.2,356.2,908.3
Olivia Newton-John,"1,360.4",0.882,"1,057.2",439.0,303.2
In Flames,"1,358.2",0.599,"1,319.8","1,319.8",38.4
TheFatRat,"1,356.8",0.741,"1,341.3",610.8,15.5
Steve Miller Band,"1,356.7",0.965,"1,352.2","1,352.2",4.5
Projota,"1,356.3",0.339,"1,249.5",818.6,106.8
Fugees,"1,356.3",2.990,"1,354.4",46.9,1.8
Gloria Groove,"1,355.7",0.922,897.8,729.6,457.9
Slim Jxmmi,"1,354.9",0.181,0.7,,"1,354.2"
Atif Aslam,"1,354.1",2.868,"1,177.7",277.3,176.4
Elefante,"1,353.5",0.940,"1,344.0","1,341.1",9.5
Alexis y Fido,"1,351.5",0.538,"1,075.4",643.5,276.1
LUM!X,"1,351.3",0.890,699.2,1.5,652.1
Hopsin,"1,350.3",0.303,"1,194.5","1,043.1",155.9
Emis Killa,"1,346.1",0.618,"1,044.6",535.1,301.5
Billy Talent,"1,343.7",0.575,"1,343.7","1,327.5",
Chino & Nacho,"1,342.8",0.563,"1,263.0",398.3,79.8
Keyshia Cole,"1,342.7",1.136,"1,070.6",609.0,272.1
Lecrae,"1,342.4",0.650,989.0,344.9,353.4
Diana Ross,"1,342.4",0.685,988.3,857.7,354.1
Heroes Del Silencio,"1,341.8",0.822,"1,341.8","1,335.0",
Eve,"1,339.8",0.882,737.7,231.8,602.1
Los Cadetes De Linares,"1,338.7",1.204,"1,338.7","1,067.3",
Little Big Town,"1,335.7",0.539,"1,194.0","1,179.6",141.7
B Praak,"1,335.4",2.272,868.7,190.3,466.7
GAYLE,"1,332.4",0.791,"1,309.4","1,257.1",23.0
Axwell,"1,332.2",0.476,373.0,141.6,959.2
Bob Seger,"1,331.8",0.994,"1,297.5","1,294.2",34.3
NEEDTOBREATHE,"1,330.6",0.456,"1,302.2","1,077.3",28.5
Dallass,"1,329.1",2.091,4.6,,"1,324.5"
MadMan,"1,329.0",0.321,658.9,346.9,670.2
Natasha Bedingfield,"1,327.7",0.710,"1,138.6","1,090.3",189.0
Nothing But Thieves,"1,326.4",1.059,"1,317.4","1,314.3",9.0
TAEYEON,"1,324.0",0.638,"1,206.4","1,104.3",117.5
Silvestre Dangond,"1,323.8",0.630,"1,139.0",367.1,184.8
Placebo,"1,323.4",0.595,"1,323.4","1,278.5",
Daughtry,"1,323.3",0.606,"1,321.3","1,300.9",2.1
Eyedress,"1,322.1",2.149,"1,268.9","1,005.2",53.2
Vishal Dadlani,"1,322.0",2.421,353.2,48.2,968.8
Mura Masa,"1,321.6",0.379,"1,206.2",174.6,115.4
SDP,"1,321.4",0.821,"1,253.0",649.7,68.4
Twista,"1,320.6",0.645,688.9,222.7,631.7
CORPSE,"1,319.7",0.866,"1,171.4",594.0,148.4
Nikhita Gandhi,"1,318.9",1.435,32.4,5.1,"1,286.5"
Bruno Major,"1,318.7",0.784,"1,305.9","1,305.9",12.9
Paulina Rubio,"1,318.1",0.652,991.3,855.3,326.8
Scooter,"1,315.6",0.759,"1,236.1","1,024.8",79.5
Lijpe,"1,315.4",0.567,844.2,622.8,471.2
Al Green,"1,313.5",0.652,"1,280.2","1,243.5",33.3
Elvis Crespo,"1,312.4",0.648,709.5,556.7,602.9
Kool & The Gang,"1,312.0",0.865,"1,300.1","1,295.3",11.9
AnahÃ­,"1,311.4",1.252,104.4,77.0,"1,207.1"
R. City,"1,311.4",0.453,965.3,31.1,346.1
Cascada,"1,310.8",0.649,"1,291.4","1,079.9",19.4
Thousand Foot Krutch,"1,309.6",0.664,"1,309.6","1,293.7",
MC Davo,"1,307.4",0.761,890.9,316.6,416.5
Mariah Angeliq,"1,305.5",0.619,270.5,127.1,"1,035.0"
Russell Dickerson,"1,304.1",0.626,"1,218.1","1,066.0",86.0
EARTHGANG,"1,303.9",0.497,505.8,239.3,798.1
Elle King,"1,303.2",0.634,"1,000.9",798.9,302.3
Ricky Montgomery,"1,303.2",0.965,"1,219.5","1,156.5",83.7
Rachel Platten,"1,303.2",0.437,"1,288.2","1,272.9",15.0
FLETCHER,"1,302.3",0.561,"1,070.0",843.8,232.3
PXNDX,"1,300.9",0.814,"1,300.9","1,300.9",
Project Pat,"1,300.8",0.867,236.2,122.7,"1,064.6"
Abraham Mateo,"1,300.7",0.952,893.2,175.9,407.5
Dan Caplen,"1,300.3",0.368,58.9,30.9,"1,241.4"
Killer Mike,"1,300.3",0.598,116.8,35.9,"1,183.4"
Social House,"1,300.0",0.596,508.5,63.9,791.5
Plain White T's,"1,299.7",0.493,"1,299.7","1,299.7",
Jaani,"1,298.6",2.595,68.3,0.2,"1,230.3"
Rich Music LTD,"1,297.6",0.634,"1,297.6",,
Lifehouse,"1,297.3",0.525,"1,297.3","1,244.4",
ItaloBrothers,"1,296.8",0.368,"1,229.2","1,059.6",67.6
Aimyon,"1,295.9",1.024,"1,254.2","1,253.4",41.7
Emily Warren,"1,293.9",0.135,23.8,22.1,"1,270.2"
BANNERS,"1,291.4",0.619,"1,282.1","1,242.8",9.3
Pamungkas,"1,291.0",1.226,"1,283.4","1,251.0",7.5
Royal Blood,"1,290.2",0.499,"1,283.4","1,276.4",6.7
Yann Tiersen,"1,289.7",0.476,"1,289.3","1,238.2",0.4
Alonzo,"1,289.3",0.589,782.0,411.9,507.3
Bizzey,"1,288.9",0.297,669.4,21.3,619.6
Pinguini Tattici Nucleari,"1,288.7",1.486,"1,183.1","1,183.1",105.6
A$AP Mob,"1,288.7",0.246,"1,277.2",14.5,11.5
IVE,"1,287.0",2.154,"1,287.0","1,287.0",
Kansas,"1,284.2",0.720,"1,284.2","1,279.5",
Seafret,"1,284.2",1.180,"1,284.2","1,128.9",
Bad Gyal,"1,284.1",3.302,983.2,499.6,301.0
LX,"1,284.1",0.405,562.1,86.2,722.0
Gloria Gaynor,"1,283.7",0.829,"1,280.9","1,273.9",2.8
Daughter,"1,283.1",0.347,"1,282.6","1,280.9",0.4
Andy Williams,"1,282.8",0.210,"1,280.4","1,272.5",2.4
Dulce MarÃ­a,"1,282.6",1.244,93.9,75.6,"1,188.8"
Lloyd,"1,282.2",0.651,756.1,351.5,526.1
Loredana,"1,281.7",0.230,942.5,407.1,339.2
Eric Bellinger,"1,280.0",0.395,"1,094.8",314.2,185.2
RBD,"1,279.8",2.811,"1,252.9",23.7,26.9
Molotov,"1,279.4",0.756,"1,274.8","1,245.1",4.6
Lil' Kim,"1,277.4",0.577,366.8,254.3,910.6
Murda Beatz,"1,276.6",0.222,78.8,,"1,197.8"
Rocco Hunt,"1,275.5",0.766,975.4,342.1,300.2
Felipe Amorim,"1,275.3",4.614,876.5,621.7,398.8
HRVY,"1,273.1",0.405,743.7,590.5,529.4
Ivan Cornejo,"1,273.1",2.397,"1,033.7",862.3,239.4
Ray LaMontagne,"1,272.7",0.520,"1,272.7","1,177.1",
Fernando & Sorocaba,"1,272.1",0.483,"1,019.4",540.7,252.6
James Hype,"1,271.3",1.157,"1,029.2",39.4,242.2
Sevn Alias,"1,271.1",0.245,722.9,344.4,548.2
back number,"1,269.6",1.211,"1,269.2","1,268.9",0.4
Young Miko,"1,268.3",9.798,371.2,294.1,897.2
Christopher Jackson,"1,268.0",0.627,665.7,5.3,602.3
Hoobastank,"1,267.2",0.806,"1,255.1","1,253.5",12.1
JJ Lin,"1,265.7",0.646,"1,211.2","1,057.5",54.5
K.I.Z,"1,265.3",0.598,"1,185.3",953.4,80.0
Jonna Fraser,"1,264.3",0.357,577.7,114.5,686.6
Teto,"1,264.2",1.564,798.6,474.6,465.6
Omar Apollo,"1,262.9",1.090,"1,127.7",913.9,135.2
Standly,"1,261.7",1.315,578.3,337.8,683.4
The Walters,"1,261.6",1.219,"1,261.6","1,259.1",
Pesado,"1,261.5",0.981,"1,261.5","1,062.7",
RunâD.M.C.,"1,260.4",0.588,"1,260.3",463.7,0.1
RZA,"1,260.4",0.532,43.3,35.0,"1,217.1"
Gorgon City,"1,260.1",0.515,970.3,140.2,289.8
Tulsi Kumar,"1,260.0",1.699,283.0,40.4,977.0
Zeeba,"1,258.9",0.466,117.8,82.4,"1,141.2"
Eden MuÃ±oz,"1,257.9",3.921,"1,016.3",796.3,241.7
Bone Thugs-N-Harmony,"1,255.5",0.735,"1,118.9",788.8,136.6
Tammi Terrell,"1,254.9",0.986,14.4,14.4,"1,240.5"
MOTi,"1,254.5",0.312,415.1,81.4,839.3
Leto,"1,254.4",0.667,772.5,331.8,481.9
BloodPopÂ®,"1,252.2",0.236,0.9,0.9,"1,251.2"
Hov1,"1,251.9",0.800,"1,251.9","1,048.2",
The Paper Kites,"1,251.8",0.950,"1,251.8","1,134.2",
Interpol,"1,249.8",0.520,"1,249.8","1,238.4",
Josh Turner,"1,249.4",0.558,"1,240.2","1,191.8",9.2
Xzibit,"1,248.7",0.629,466.0,255.1,782.7
Jadakiss,"1,248.2",0.794,238.7,61.8,"1,009.5"
Ina Wroldsen,"1,245.5",0.226,607.3,190.6,638.2
Djonga,"1,245.3",1.057,"1,032.0",83.4,213.3
Chase Rice,"1,244.9",0.353,"1,212.3","1,012.9",32.6
Whethan,"1,243.8",0.760,975.4,10.0,268.4
Tujamo,"1,243.3",0.495,879.1,471.5,364.2
LE SSERAFIM,"1,242.2",2.610,"1,242.2","1,118.3",
Vigiland,"1,241.9",0.184,"1,138.2",595.2,103.7
Sub Urban,"1,241.5",0.681,"1,216.7",764.8,24.8
Capo,"1,240.8",0.419,718.8,412.9,522.0
Robyn,"1,240.3",0.288,"1,067.6",926.3,172.7
Killswitch Engage,"1,239.8",0.528,"1,159.2","1,127.4",80.6
K.Flay,"1,239.8",0.539,944.2,785.3,295.6
Third Eye Blind,"1,239.8",0.524,"1,239.8","1,238.1",
Beach Bunny,"1,237.5",1.004,"1,226.0","1,201.2",11.5
CeeLo Green,"1,237.1",0.675,775.3,700.1,461.8
Faith Evans,"1,236.2",0.658,352.0,273.4,884.1
Mike Williams,"1,235.2",0.276,607.5,210.3,627.7
Tony Bennett,"1,235.0",0.433,"1,199.8",617.1,35.2
Shindy,"1,235.0",0.515,"1,040.6",737.5,194.3
Tiakola,"1,234.4",3.022,556.2,376.1,678.1
Boosie Badazz,"1,233.9",0.445,828.2,396.4,405.7
Bishop Briggs,"1,233.1",0.415,"1,143.4","1,115.9",89.7
Quebonafide,"1,232.5",0.572,691.5,156.8,540.9
Andy Rivera,"1,231.5",1.122,980.2,436.0,251.3
Hillsong Young & Free,"1,229.8",0.427,"1,173.1",654.1,56.8
Massive Attack,"1,226.9",0.531,"1,210.6","1,027.1",16.3
Shubh,"1,224.6",4.254,"1,224.6","1,029.9",
Murilo Huff,"1,223.4",1.670,"1,107.0",511.8,116.4
Surf Curse,"1,221.4",1.022,"1,221.4","1,215.6",
MarÃ­a JosÃ©,"1,221.0",0.745,"1,068.2",807.0,152.8
First Aid Kit,"1,219.8",0.409,"1,166.3","1,162.1",53.4
HÃ¥kan HellstrÃ¶m,"1,219.5",0.256,"1,134.5","1,069.7",85.1
Brandy,"1,218.9",0.588,973.5,513.7,245.4
King,"1,218.8",1.814,"1,134.9","1,061.2",83.8
Panteon Rococo,"1,218.5",0.583,"1,172.0",928.8,46.4
Dzeko,"1,218.1",0.259,103.0,5.6,"1,115.1"
Fito y Fitipaldis,"1,215.8",0.613,"1,127.7","1,081.2",88.1
Money Man,"1,215.8",0.847,"1,132.9",672.1,82.9
O Rappa,"1,213.8",0.790,"1,213.8","1,182.9",
Roy Orbison,"1,213.7",0.669,"1,208.6","1,159.0",5.1
Paloma Mami,"1,213.4",0.478,678.1,663.8,535.3
Los Inquietos Del Norte,"1,212.6",1.170,"1,208.4","1,198.9",4.3
Kunaal Vermaa,"1,212.5",2.123,1.5,,"1,211.0"
Yo Yo Honey Singh,"1,211.7",2.116,867.8,491.7,344.0
Vaundy,"1,210.5",1.440,"1,142.4","1,134.6",68.1
Sebastian Ingrosso,"1,209.8",0.387,486.6,40.7,723.2
NATHY PELUSO,"1,209.5",0.651,598.5,592.3,611.1
Cultura ProfÃ©tica,"1,209.4",0.491,"1,084.4","1,071.4",125.0
AOA,"1,209.4",0.354,240.6,237.8,968.8
Jungle,"1,209.4",2.364,"1,175.2","1,084.0",34.1
Landon Cube,"1,209.2",0.195,182.4,79.8,"1,026.8"
La K'onga,"1,209.0",1.581,998.4,714.8,210.7
Fuego,"1,208.4",0.500,920.8,344.4,287.6
Christian ChÃ¡vez,"1,207.1",1.215,12.2,5.4,"1,194.8"
Cedric Gervais,"1,206.1",0.385,154.4,25.5,"1,051.7"
AK AUSSERKONTROLLE,"1,206.0",0.618,961.9,515.5,244.2
Sabrina Claudio,"1,205.9",0.405,"1,062.8",797.2,143.1
Edward Sharpe & The Magnetic Zeros,"1,205.4",0.443,"1,205.0","1,205.0",0.3
Grupo Niche,"1,202.4",1.076,"1,202.1","1,199.1",0.3
Bakermat,"1,202.3",0.954,"1,111.5",743.7,90.8
Yeah Yeah Yeahs,"1,201.8",0.853,"1,201.8",819.2,
GOT7,"1,201.1",0.284,"1,201.1","1,185.4",
Sofiane,"1,201.0",0.318,583.8,380.2,617.3
Nando Reis,"1,200.2",0.615,915.8,583.1,284.4
Kina Grannis,"1,200.1",0.243,774.0,753.2,426.1
112,"1,197.3",0.715,599.8,404.2,597.5
Shouse,"1,196.5",0.898,"1,196.3",637.2,0.1
Phantogram,"1,196.2",0.678,"1,160.6",847.3,35.6
DAY6,"1,195.6",0.432,"1,195.6","1,195.6",
BANKS,"1,195.4",0.237,"1,166.7","1,048.3",28.7
Boza,"1,193.5",0.588,"1,052.5",819.2,141.0
Kendo Kaponi,"1,193.1",0.700,228.6,95.1,964.6
Pinkfong,"1,192.9",0.954,"1,192.9","1,183.3",
Racionais MC's,"1,192.9",1.055,"1,183.4","1,068.9",9.5
John Mellencamp,"1,192.4",0.763,"1,192.4","1,168.6",
Vasco Rossi,"1,190.3",0.574,"1,187.0","1,175.4",3.3
TobyMac,"1,187.7",0.542,843.6,541.8,344.0
Benny Benassi,"1,187.6",0.722,737.9,18.9,449.7
Matt Simons,"1,186.4",0.279,"1,135.6",608.9,50.8
Slayer,"1,185.6",0.792,"1,185.6","1,182.4",
Fito Paez,"1,185.2",0.886,"1,130.8","1,011.4",54.3
Joey Montana,"1,184.6",0.267,"1,014.8",462.9,169.8
Kasabian,"1,184.2",0.388,"1,179.7","1,175.3",4.5
CamelPhat,"1,183.9",0.754,957.9,72.6,226.0
Bugzy Malone,"1,183.8",0.515,779.6,512.9,404.2
1nonly,"1,183.2",1.246,"1,112.5",556.5,70.6
HUGEL,"1,183.0",1.047,566.5,76.1,616.6
HVME,"1,181.6",0.523,490.6,478.4,691.0
Staind,"1,181.1",0.615,"1,181.1","1,181.1",
Clinton Kane,"1,180.5",0.596,926.3,926.3,254.2
Reykon,"1,179.6",0.286,937.0,374.2,242.5
Kaaris,"1,178.6",0.479,"1,010.4",782.1,168.2
Omarion,"1,177.9",0.362,983.6,358.6,194.3
The MarÃ­as,"1,177.8",1.227,806.4,766.8,371.4
sanah,"1,177.5",0.916,"1,109.3",767.3,68.2
Fujii Kaze,"1,176.0",1.855,"1,145.5","1,138.0",30.6
Skank,"1,175.0",0.829,"1,175.0","1,090.1",
Carlos Baute,"1,174.6",0.620,"1,103.9",249.6,70.7
PÃ©ricles,"1,174.4",1.090,906.2,708.9,268.2
Jorge Drexler,"1,173.9",0.494,902.3,763.0,271.6
Diana Krall,"1,173.8",0.423,"1,064.4",886.2,109.4
The Wiggles,"1,173.8",0.818,"1,166.3","1,134.4",7.5
MHD,"1,173.5",0.576,931.1,685.4,242.3
King Gnu,"1,172.5",0.836,"1,172.5","1,172.5",
The Mamas & The Papas,"1,170.8",1.180,"1,169.7","1,169.4",1.1
Dayglow,"1,170.4",0.648,"1,170.4","1,169.5",
Dakota,"1,170.0",0.326,8.5,6.6,"1,161.5"
Parson James,"1,169.9",0.303,149.5,140.3,"1,020.5"
Y2K,"1,169.3",0.249,"1,038.4",,130.9
Zola,"1,167.9",0.887,"1,149.4",910.8,18.4
Gipsy Kings,"1,167.0",0.732,959.3,944.7,207.7
Motionless In White,"1,166.5",0.964,"1,154.0","1,006.2",12.5
Gabriela Rocha,"1,166.4",1.287,875.1,752.3,291.3
Adam Lambert,"1,166.4",0.334,"1,010.4",953.4,156.0
Vegedream,"1,163.3",0.600,956.3,637.2,207.0
Bob Sinclar,"1,160.9",1.125,"1,094.2",166.1,66.6
Run The Jewels,"1,160.6",0.289,"1,019.0",40.5,141.6
Justin Moore,"1,160.1",0.585,"1,086.0","1,015.9",74.1
Pia Mia,"1,160.1",0.204,"1,023.6",363.9,136.5
Fredo,"1,160.0",0.704,601.5,382.6,558.5
Colby O'Donis,"1,159.2",0.833,66.2,13.9,"1,093.0"
Pancho Barraza,"1,158.9",0.754,"1,043.4",694.2,115.5
Ol' Dirty Bastard,"1,156.7",0.637,411.3,249.8,745.4
Young Stoner Life,"1,156.1",0.404,768.4,,387.7
NATTAN,"1,155.7",1.977,717.0,463.3,438.7
Rahat Fateh Ali Khan,"1,154.7",1.677,819.7,207.5,335.0
Darkiel,"1,154.6",0.792,318.1,167.1,836.5
Leo Dan,"1,152.7",1.238,"1,152.2",706.9,0.6
Matthew Koma,"1,152.5",0.210,82.4,67.6,"1,070.1"
Broederliefde,"1,151.1",0.293,973.9,561.6,177.1
Lanek,"1,150.8",0.663,34.3,3.5,"1,116.5"
Gus Dapperton,"1,149.6",0.276,402.7,396.5,746.9
Baco Exu do Blues,"1,146.9",2.323,955.7,512.5,191.2
Patricio Rey y sus Redonditos de Ricota,"1,145.8",0.924,"1,145.8","1,145.8",
Aimer,"1,145.5",0.715,"1,068.1","1,015.8",77.4
Dropkick Murphys,"1,144.9",0.370,"1,144.9","1,137.8",
KitschKrieg,"1,144.8",0.365,420.1,,724.7
Hunter Hayes,"1,144.6",0.252,"1,121.2","1,039.5",23.4
YFN Lucci,"1,144.6",0.173,906.0,291.1,238.5
Lagum,"1,144.0",0.867,"1,085.8",660.6,58.2
Casting Crowns,"1,142.7",0.526,"1,142.7","1,033.7",
Sam Fischer,"1,142.2",0.485,"1,051.8",733.6,90.4
King Princess,"1,139.9",0.250,"1,118.8","1,080.7",21.2
Yung Lean,"1,139.8",0.943,"1,044.3",884.6,95.5
Ludwig van Beethoven,"1,139.0",0.593,"1,132.7",,6.3
Veigh,"1,138.4",5.755,857.3,11.1,281.2
Mc Paiva ZS,"1,136.9",2.482,777.8,38.1,359.1
Helene Fischer,"1,136.6",0.476,"1,032.5",873.5,104.1
Neto PeÃ±a,"1,136.5",0.808,399.3,159.3,737.1
Ãlafur Arnalds,"1,134.8",0.398,"1,025.7",686.4,109.1
Whitesnake,"1,134.8",0.542,"1,134.8","1,117.6",
Deepend,"1,134.4",0.570,322.3,47.0,812.2
J-AX,"1,134.1",0.267,896.8,273.4,237.4
Preme,"1,134.0",0.257,227.7,25.6,906.3
Zuna,"1,133.7",0.368,592.3,259.6,541.4
NEIKED,"1,132.5",0.382,"1,097.7",2.2,34.8
Joe Cocker,"1,131.7",0.559,"1,124.5",841.9,7.1
Maneva,"1,131.2",0.834,"1,099.4",943.6,31.7
The Animals,"1,130.4",0.614,"1,130.4","1,123.7",
Veysel,"1,130.0",0.231,767.1,474.1,363.0
Jay Park,"1,129.7",0.621,839.0,299.1,290.7
Michael Kiwanuka,"1,129.2",0.546,"1,116.5","1,056.5",12.7
Auli'i Cravalho,"1,128.4",0.778,752.3,650.6,376.1
Klingande,"1,126.8",0.297,"1,038.1",622.7,88.7
ZezÃ© Di Camargo & Luciano,"1,126.5",1.026,986.7,945.3,139.8
Mijares,"1,126.1",0.582,"1,018.6",928.2,107.6
JÃ£o,"1,125.7",1.816,"1,024.3",963.4,101.5
Mecano,"1,124.2",0.732,"1,124.2","1,123.2",
Zack Tabudlo,"1,122.6",1.584,"1,112.3",998.7,10.3
Regina Spektor,"1,122.0",0.344,"1,059.6","1,031.7",62.4
Redman,"1,121.0",0.493,277.8,215.6,843.2
Lvbel C5,"1,120.1",1.374,889.3,565.6,230.8
Tay-K,"1,119.3",0.850,"1,119.3",904.9,
Ado,"1,119.1",1.473,"1,108.5","1,088.2",10.6
Passion Pit,"1,118.6",0.231,"1,020.7",993.8,97.9
James Brown,"1,118.4",0.472,"1,101.5",878.0,16.9
IZA,"1,118.0",0.946,953.8,603.8,164.2
Barry White,"1,116.8",0.574,"1,083.1","1,073.9",33.7
RaÃ­ Saia Rodada,"1,116.2",0.501,952.6,741.5,163.6
Eduardo Costa,"1,114.7",0.737,740.5,630.9,374.2
The Supremes,"1,113.4",0.510,"1,113.3","1,103.0",0.1
Vicentico,"1,112.3",0.571,967.9,876.2,144.4
Sam Martin,"1,112.2",0.231,7.5,6.0,"1,104.7"
Rob Thomas,"1,111.9",0.557,763.1,755.8,348.8
The Cars,"1,111.4",0.720,"1,111.4","1,111.2",
Naughty Boy,"1,111.3",0.349,"1,081.9",,29.4
D12,"1,111.2",0.591,870.3,780.2,240.9
Hoodie Allen,"1,111.2",0.256,939.5,438.1,171.7
Irama,"1,110.9",0.712,"1,003.3",821.0,107.5
Gaab,"1,109.4",0.715,415.2,169.8,694.2
Asees Kaur,"1,109.0",1.503,149.5,19.1,959.5
Duman,"1,109.0",0.703,"1,109.0","1,109.0",
Janieck,"1,108.7",0.461,161.1,78.8,947.7
Remmy Valenzuela,"1,108.5",0.571,"1,087.1","1,086.3",21.4
Stevie Nicks,"1,107.8",0.645,860.2,753.6,247.5
Ryan Riback,"1,107.6",0.164,37.3,14.1,"1,070.4"
Sam Fender,"1,107.4",0.857,"1,107.4","1,084.2",
cakal,"1,107.4",1.664,855.6,572.5,251.8
Tenacious D,"1,106.7",0.486,"1,106.7","1,106.6",
Neck Deep,"1,105.6",0.657,"1,103.3","1,040.6",2.3
Joe,"1,105.0",0.555,607.1,488.5,497.8
Lilly Wood and The Prick,"1,104.2",0.450,"1,104.2","1,068.5",
Surf Mesa,"1,103.5",0.386,"1,070.7",5.5,32.8
Tash Sultana,"1,103.0",0.435,"1,015.5",999.3,87.6
The Shins,"1,101.7",0.438,"1,101.7","1,098.5",
Neo Beats,"1,101.6",0.782,11.4,1.7,"1,090.2"
Cookin' On 3 Burners,"1,100.9",0.391,47.0,10.6,"1,053.9"
Sagopa Kajmer,"1,100.1",0.889,"1,036.3",942.3,63.8
Too $hort,"1,099.3",0.456,481.5,297.7,617.8
Vacations,"1,099.0",1.547,"1,097.5","1,095.3",1.5
Brothers Osborne,"1,097.5",0.568,925.4,918.0,172.1
Mark Forster,"1,096.9",0.343,"1,034.7",782.9,62.2
Ivete Sangalo,"1,096.1",0.323,761.9,448.8,334.2
Rob Zombie,"1,095.6",0.943,"1,094.8","1,041.4",0.8
Eve,"1,095.1",0.994,"1,092.8","1,017.9",2.3
Anson Seabra,"1,094.8",0.532,"1,091.9","1,083.5",2.9
Sampha,"1,094.4",0.469,348.1,348.1,746.3
Snelle,"1,094.4",0.391,817.3,503.9,277.1
Parov Stelar,"1,092.9",0.360,"1,067.6",655.7,25.3
Gilberto Santa Rosa,"1,092.1",0.667,935.2,884.5,156.8
Mozzy,"1,091.7",0.418,671.5,195.1,420.2
Kip Moore,"1,091.7",0.392,"1,091.7","1,079.7",
Trettmann,"1,091.2",0.317,650.3,,440.9
Maverick City Music,"1,090.4",1.162,742.4,15.5,348.1
Crystal Castles,"1,090.3",1.346,"1,090.3","1,014.6",
Kool Savas,"1,089.7",0.328,857.5,303.8,232.2
Ovi,"1,089.3",1.184,509.8,30.5,579.5
Koe Wetzel,"1,088.5",1.137,"1,058.2","1,005.7",30.3
SUGA,"1,087.4",0.851,,,"1,087.4"
Hannah Montana,"1,086.5",0.489,"1,083.8",978.4,2.7
Lauana Prado,"1,085.7",1.109,942.6,586.1,143.1
Stereophonics,"1,084.4",0.455,"1,078.4","1,078.4",6.0
PRETTYMUCH,"1,084.3",0.216,"1,083.8",829.3,0.6
Adolescent's Orquesta,"1,083.5",1.091,"1,083.5","1,082.9",
Halestorm,"1,083.3",0.445,"1,083.3","1,075.2",
Vitor Kley,"1,083.2",0.529,787.5,456.3,295.8
Michael Bolton,"1,082.7",0.496,932.3,862.4,150.5
"Hank Williams, Jr.","1,082.6",0.711,"1,046.2",977.6,36.4
Billie Holiday,"1,082.4",0.523,"1,060.1",934.0,22.3
V,"1,081.9",8.784,"1,081.9",915.1,
Kevin,"1,081.5",0.434,688.7,235.4,392.8
La Factoria,"1,081.1",0.594,464.0,104.9,617.2
Starley,"1,081.1",0.146,"1,066.8",139.6,14.3
Marcos & Belutti,"1,080.2",0.291,"1,042.8",531.2,37.4
Quintino,"1,079.3",0.287,426.7,223.6,652.6
SFR,"1,079.1",0.377,,,"1,079.1"
Giggs,"1,078.8",0.422,424.0,172.3,654.8
Ben E. King,"1,078.2",0.843,"1,074.4","1,074.3",3.8
FKA twigs,"1,078.0",0.356,715.4,557.4,362.6
"HÃ©ctor ""El Father""","1,077.8",0.982,768.8,273.0,309.1
EinÃ¡r,"1,076.6",0.752,715.7,484.5,360.8
CADE,"1,076.0",0.133,36.9,31.7,"1,039.1"
Em Beihold,"1,075.9",2.147,365.9,364.8,710.1
Nightcrawlers,"1,075.8",0.442,183.3,141.4,892.5
Kelis,"1,075.3",0.467,608.4,481.9,466.9
Brenda Lee,"1,073.3",0.153,"1,073.2","1,072.7",0.2
Marcianeke,"1,073.2",0.647,291.9,154.6,781.3
