BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Brown Harris Stevens,Condo for sale,395000,5,1,1000,110 E 71st St Unit Medical,"Manhattan, NY 10021","110 E 71st St Unit MedicalManhattan, NY 10021",United States,New York,New York County,New York,East 71st Street,"110 E 71st St, New York, NY 10021, USA",40.7700395,-73.9638872
Brokered by Prospes Real Estate Corp,Multi-family home for sale,600000,2,2,2184.207862,1406 Mac Donough Pl,"Bronx, NY 10465","1406 Mac Donough PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Mac Donough Place,"1406 Mac Donough Pl, Bronx, NY 10465, USA",40.8429545,-73.8249591
Brokered by EXP Realty,Multi-family home for sale,790000,6,3,2520,78 Mountainview Ave,"Staten Island, NY 10314","78 Mountainview AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Mountainview Avenue,"78 Mountainview Ave, Staten Island, NY 10314, USA",40.6105856,-74.1268175
Brokered by STROFFOLINO REALTY LLC,Co-op for sale,539000,2,2,1100,9425 Shore Rd Apt 4F,"Brooklyn, NY 11209","9425 Shore Rd Apt 4FBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9425,"9425 Shore Rd #4f, Brooklyn, NY 11209, USA",40.6170731,-74.0383836
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1295000,4,2,1995,2501 Palisade Ave Apt H2,"Bronx, NY 10463","2501 Palisade Ave Apt H2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave #2, Bronx, NY 10463, USA",40.8809873,-73.9224337
Brokered by Sowae Corp,House for sale,245000,3,1,2184.207862,2942 Lurting Ave,"Bronx, NY 10469","2942 Lurting AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Lurting Avenue,"2942 Lurting Ave, Bronx, NY 10469, USA",40.8690109,-73.8564445
Brokered by Americas Real Estate Advisors,House for sale,400000,7,3,2385,340 E 234th St,"Bronx, NY 10470","340 E 234th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 234th Street,"340 E 234th St, Bronx, NY 10470, USA",40.8969146,-73.8654984
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,55000000,8,8,12000,25 Riverside Dr,"New York, NY 10023","25 Riverside DrNew York, NY 10023",United States,New York,New York County,New York,Riverside Drive,"25 Riverside Dr, New York, NY 10023, USA",40.782238,-73.9846322
Brokered by Brown Harris Stevens,Co-op for sale,280000,1,1,1000,8015 6th Ave Apt A1,"Brooklyn, NY 11209","8015 6th Ave Apt A1Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,8015,"8015 6th Ave Apt A1, Brooklyn, NY 11209, USA",40.6241766,-74.0216837
Brokered by Top Choice Realty LLC,House for sale,899000,3,2,1440,40 Adelphi Ave,"Staten Island, NY 10309","40 Adelphi AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Adelphi Avenue,"40 Adelphi Ave, Staten Island, NY 10309, USA",40.5159004,-74.2314825
Built by Toll Brothers,For sale,2280000,2,2,1400,The Rockwell # 6E,"New York, NY 10025","The Rockwell # 6ENew York, NY 10025",United States,New York,New York County,New York,West 103rd Street,"218 W 103rd St, New York, NY 10025, USA",40.7986579,-73.9679035
Brokered by Cross Country Realty,Coming Soon,649000,4,3,2184.207862,194 Carroll St,"Brooklyn, NY 11231","194 Carroll StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Carroll Street,"194 Carroll St, Brooklyn, NY 11231, USA",40.6813429,-73.9981509
Brokered by Charles Rutenberg Realty Inc,Pending,739000,6,4,2184.207862,38 Dare Ct,"Brooklyn, NY 11229","38 Dare CtBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Dare Court,"38 Dare Ct, Brooklyn, NY 11229, USA",40.5877991,-73.9216187
Brokered by AmeriHomes Realty,House for sale,1495000,4,2.3738608579684373,3000,31 4th Ct,"Staten Island, NY 10312","31 4th CtStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,4 Court,"31 4 Ct, Staten Island, NY 10312, USA",40.5247627,-74.1681035
Brokered by Douglas Elliman - 187 Seventh Ave,House for sale,3950000,5,2,3528,591 4th St,"Brooklyn, NY 11215","591 4th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,4th Street,"591 4th St, Brooklyn, NY 11215, USA",40.6680619,-73.9748375
Brokered by Avenues - Headquarters,Condo for sale,325000,2,1,979,122 E 102nd St Apt 5B,"New York, NY 10029","122 E 102nd St Apt 5BNew York, NY 10029",New York,New York County,New York,Manhattan,122,"122 E 102nd St #5b, New York, NY 10029, USA",40.7897507,-73.9487257
Brokered by Corcoran Chelsea/Flatiron,Pending,299999,3,1,2184.207862,215 W 75th St Apt 4D,"New York, NY 10023","215 W 75th St Apt 4DNew York, NY 10023",New York,New York County,New York,Manhattan,215,"215 W 75th St #4d, New York, NY 10023, USA",40.7810583,-73.9808407
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,2695000,6,5,4720,327 Convent Ave,"New York, NY 10031","327 Convent AveNew York, NY 10031",United States,New York,New York County,New York,Convent Avenue,"327 Convent Ave, New York, NY 10031, USA",40.8235127,-73.9467514
NoBroker,Pending,4800000,6,2.3738608579684373,3958,1151 83rd St,"Brooklyn, NY 11228","1151 83rd StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,83rd Street,"1151 83rd St, Brooklyn, NY 11228, USA",40.6178184,-74.0151165
Brokered by Compass Realty Central Inc.,House for sale,694000,3,3,1360,364 Armstrong Ave,"Staten Island, NY 10308","364 Armstrong AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Armstrong Avenue,"364 Armstrong Ave, Staten Island, NY 10308, USA",40.5423126,-74.1555672
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,688888,4,2,2846,761 S Oak Dr,"Bronx, NY 10467","761 S Oak DrBronx, NY 10467",United States,New York,Bronx County,The Bronx,South Oak Drive,"761 S Oak Dr, Bronx, NY 10467, USA",40.8726182,-73.8651768
Brokered by Sowae Corp,House for sale,400000,4,2,1980,781 Sheperd Ave,"Brooklyn, NY 11208","781 Sheperd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"781 Shepherd Ave, Brooklyn, NY 11208, USA",40.665357,-73.8770867
Brokered by Sowae Corp,Multi-family home for sale,346000,5,2,2184.207862,103-12 104th St,"Ozone Park, NY 11417","103-12 104th StOzone Park, NY 11417",United States,New York,Queens County,Queens,104th Street,"103-12 104th St, Jamaica, NY 11417, USA",40.6837891,-73.8381042
Brokered by Sowae Corp,House for sale,400000,4,2,1980,781 Sheperd Ave,"Brooklyn, NY 11208","781 Sheperd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"781 Shepherd Ave, Brooklyn, NY 11208, USA",40.665357,-73.8770867
Brokered by Sowae Corp,Multi-family home for sale,346000,5,2,2184.207862,103-12 104th St,"Ozone Park, NY 11417","103-12 104th StOzone Park, NY 11417",United States,New York,Queens County,Queens,104th Street,"103-12 104th St, Jamaica, NY 11417, USA",40.6837891,-73.8381042
Brokered by Sowae Corp,House for sale,265000,3,1,2184.207862,135-38 224th St,"Springfield Gardens, NY 11413","135-38 224th StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,224th Street,"135-38 224th St, Jamaica, NY 11413, USA",40.67538,-73.7472571
Brokered by Winzone Realty Inc,House for sale,319000,3,2,1224,57 Neutral Ave,"Staten Island, NY 10306","57 Neutral AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Neutral Avenue,"57 Neutral Ave, Staten Island, NY 10306, USA",40.5604695,-74.1018925
Brokered by Corcoran East Side,Townhouse for sale,24800000,6,8,2184.207862,45 E 74th St,"New York, NY 10021","45 E 74th StNew York, NY 10021",United States,New York,New York County,New York,East 74th Street,"45 E 74th St, New York, NY 10021, USA",40.772929,-73.9635462
Brokered by Exp Realty,House for sale,1100000,9,4,3276,421 W 154th St,"New York, NY 10032","421 W 154th StNew York, NY 10032",United States,New York,New York County,New York,West 154th Street,"421 W 154th St, New York, NY 10032, USA",40.8307115,-73.9424229
Brokered by Sowae Corp,Multi-family home for sale,309000,6,2,2184.207862,2918 Brookhaven Ave,"Far Rockaway, NY 11691","2918 Brookhaven AveFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Brookhaven Avenue,"29-18 Brookhaven Ave, Far Rockaway, NY 11691, USA",40.5980695,-73.7632649
Brokered by Keller Williams Realty Liberty,House for sale,650000,3,2,1522,237-14 93rd Rd,"Bellerose, NY 11426","237-14 93rd RdBellerose, NY 11426",United States,New York,Queens County,Queens,93rd Road,"237-14 93rd Rd, Jamaica, NY 11426, USA",40.723245,-73.7293286
Brokered by Rise Realty,House for sale,799000,4,2,1975,604 Lamont Ave,"Staten Island, NY 10312","604 Lamont AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Lamont Avenue,"604 Lamont Ave, Staten Island, NY 10312, USA",40.5387812,-74.193378
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,259000,3,2,1089,7E Edgewater Park Unit E,"Bronx, NY 10465","7E Edgewater Park Unit EBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"7C Edgewater Park, Bronx, NY 10465, USA",40.8246371,-73.8072061
Brokered by DiTommaso Real Estate,House for sale,1195000,4,4,2704,52 Indale Ave,"Staten Island, NY 10309","52 Indale AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Indale Avenue,"52 Indale Ave, Staten Island, NY 10309, USA",40.5143019,-74.2044734
Brokered by Serhant,Condo for sale,17500000,5,6,5499,37 Warren St Unit Phcd,"New York, NY 10007","37 Warren St Unit PhcdNew York, NY 10007",United States,New York,New York County,New York,Warren Street,"37 Warren St, New York, NY 10007, USA",40.7143354,-74.0087443
Brokered by Salmon Realty Group,Condo for sale,189000,2,2,966,20 Cliff St Apt 6D,"Staten Island, NY 10305","20 Cliff St Apt 6DStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #6b, Staten Island, NY 10305, USA",40.6109595,-74.060351
Brokered by Midas Realty,Condo for sale,759000,3,2,1200,206-04 Emily Rd Unit 37M,"Bayside, NY 11360","206-04 Emily Rd Unit 37MBayside, NY 11360",New York,Queens County,Queens,Bayside,206-4,"206-4 Emily Rd #37, Bayside, NY 11360, USA",40.7881763,-73.7877051
Brokered by ONLY NINE REALTY LLC,House for sale,275000,4,1,2184.207862,579 E 29th St,"Brooklyn, NY 11210","579 E 29th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 29th Street,"579 E 29th St, Brooklyn, NY 11210, USA",40.6366859,-73.9488175
Brokered by COMPASS,Condo for sale,499000,1,1,630,157 E 72nd St Apt 8I,"Manhattan, NY 10021","157 E 72nd St Apt 8IManhattan, NY 10021",New York,New York County,New York,Manhattan,157,"157 E 72nd St #8i, New York, NY 10021, USA",40.7702318,-73.9610161
Brokered by TREBACH REALTY INC,House for sale,1249000,3,2.3738608579684373,2184.207862,3021 Arlington Ave,"Bronx, NY 10463","3021 Arlington AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Arlington Avenue,"3021 Arlington Ave, Bronx, NY 10463, USA",40.8822913,-73.9137305
Brokered by Utopia Real Estate,Co-op for sale,69900,2,1,700,61 Edgewater Park Unit B,"Bronx, NY 10465","61 Edgewater Park Unit BBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"61 Edgewater Park, Bronx, NY 10465, USA",40.8224987,-73.8111568
Brokered by Rock Realty Inc,Multi-family home for sale,1150000,12,6,5508,32-40 48 St,"Astoria, NY 11103","32-40 48 StAstoria, NY 11103",United States,New York,Queens County,Queens,48th Street,"32-40 48th St, Long Island City, NY 11103, USA",40.755049,-73.9136386
"Brokered by Island Advantage Rlty, Llc",Foreclosure,1749900,5,4,3740,517 W 142nd St,"New York, NY 10031","517 W 142nd StNew York, NY 10031",United States,New York,New York County,New York,West 142nd Street,"517 W 142nd St, New York, NY 10031, USA",40.824015,-73.9502067
Brokered by Charles H. Greenthal Property,Co-op for sale,1399000,3,4,1993,269-10 Grand Central Pkwy Unit 21W,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 21WFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy Apt 21n, Queens, NY 11005, USA",40.7566899,-73.72075
Brokered by Douglas Elliman - Roslyn,Condo for sale,649000,3,2,1182,163-04 71st Ave Unit 122,"Fresh Meadows, NY 11365","163-04 71st Ave Unit 122Fresh Meadows, NY 11365",New York,Queens County,Queens,Fresh Meadows,163-4,"163-4 71st Ave #122, Fresh Meadows, NY 11365, USA",40.7302938,-73.8059248
Brokered by WW Realty Group Inc,House for sale,499000,5,2,1760,2774 Marion Ave,"Bronx, NY 10458","2774 Marion AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Marion Avenue,"2774 Marion Ave, Bronx, NY 10458, USA",40.8663864,-73.8878945
Brokered by Julia B. Fee Sotheby's International Realty,Multi-family home for sale,1050000,5,4,3132,2818 Miles Ave,"Bronx, NY 10465","2818 Miles AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Miles Avenue,"2818 Miles Ave, Bronx, NY 10465, USA",40.8176549,-73.8197053
Brokered by COMPASS,Townhouse for sale,5000000,10,9,6425,137 W 80th St,"Manhattan, NY 10024","137 W 80th StManhattan, NY 10024",United States,New York,New York County,New York,West 80th Street,"137 W 80th St, New York, NY 10024, USA",40.7832598,-73.976047
Brokered by HOT HOMES REALTY LLC.,Pending,90000,1,1,660,16 Mapleton Ave,"Staten Island, NY 10306","16 Mapleton AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Mapleton Avenue,"16 Mapleton Ave, Staten Island, NY 10306, USA",40.574451,-74.0929448
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,56000000,11,10,24000,9 W 54th St,"New York, NY 10019","9 W 54th StNew York, NY 10019",United States,New York,New York County,New York,West 54th Street,"9 W 54th St, New York, NY 10019, USA",40.7616,-73.9761913
Brokered by Exp Realty,Townhouse for sale,650000,3,2.3738608579684373,1638,1544 Ohm Ave,"Bronx, NY 10465","1544 Ohm AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Ohm Avenue,"1544 Ohm Ave, Bronx, NY 10465, USA",40.8454501,-73.8209766
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,500000,4,3,1794,251 W 89th St Apt 6E,"New York, NY 10024","251 W 89th St Apt 6ENew York, NY 10024",New York,New York County,New York,Manhattan,251,"251 W 89th St #6e, New York, NY 10024, USA",40.7905714,-73.9753392
Brokered by Real Estate Property Group LLC,House for sale,350000,2,1,490,750 Patterson Ave,"Staten Island, NY 10306","750 Patterson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Patterson Avenue,"750 Patterson Ave, Staten Island, NY 10306, USA",40.5731273,-74.089182
Brokered by Corcoran Park Slope,House for sale,1099000,4,2,2184.207862,204-34 9th Ave,"Queens, NY 11697","204-34 9th AveQueens, NY 11697",United States,New York,Queens County,Queens,9th Avenue,"204-34 9th Ave, Breezy Point, NY 11697, USA",40.5595612,-73.9147409
Brokered by RE MAX Boutique Realty,Co-op for sale,90000,1,1,450,1383 Plimpton Ave Apt 1C,"Bronx, NY 10452","1383 Plimpton Ave Apt 1CBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1383,"1383 Plimpton Ave #1c, Bronx, NY 10452, USA",40.8423705,-73.9234444
Brokered by Laffey Real Estate,House for sale,839000,4,2,2184.207862,158-35 87th St,"Howard Beach, NY 11414","158-35 87th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,87th Street,"158-35 87th St, Jamaica, NY 11414, USA",40.6590909,-73.8451972
Brokered by CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3,2184.207862,148-05 111th Ave,"Jamaica, NY 11435","148-05 111th AveJamaica, NY 11435",United States,New York,Queens County,Queens,111th Avenue,"148-05 111th Ave, Jamaica, NY 11435, USA",40.688533,-73.796529
Brokered by CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3,2184.207862,148-05 111th Ave,"Jamaica, NY 11435","148-05 111th AveJamaica, NY 11435",United States,New York,Queens County,Queens,111th Avenue,"148-05 111th Ave, Jamaica, NY 11435, USA",40.688533,-73.796529
Brokered by Anthony Napolitano Homes,House for sale,399999,3,1,2184.207862,178 Beach 24th St,"Far Rockaway, NY 11691","178 Beach 24th StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 24th Street,"178 Beach 24th St, Far Rockaway, NY 11691, USA",40.5950021,-73.7577376
Brokered by Homefinders of SI Inc.,Condo for sale,250000,3,1,2184.207862,3105 Avenue V Apt 1F,"Brooklyn, NY 11229","3105 Avenue V Apt 1FBrooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,3105,"3105 Ave V #1f, Brooklyn, NY 11229, USA",40.5997081,-73.9344974
Built by Toll Brothers,For sale,1740000,2,2,1132,The Rockwell # 6H,"New York, NY 10025","The Rockwell # 6HNew York, NY 10025",United States,New York,New York County,New York,West 103rd Street,"218 W 103rd St, New York, NY 10025, USA",40.7986579,-73.9679035
Brokered by Epiphany Realty Llc,House for sale,650000,4,2,2244,115115 220th St,"Cambria Heights, NY 11411","115115 220th StCambria Heights, NY 11411",United States,New York,Queens County,Queens,220th Street,"115- 115 220th St, Cambria Heights, NY 11411, USA",40.6968706,-73.7390395
Brokered by Re/Max Edge,House for sale,1165000,3,4,3500,67 Dexter Ave,"Staten Island, NY 10309","67 Dexter AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Dexter Avenue,"67 Dexter Ave, Staten Island, NY 10309, USA",40.5397292,-74.2155251
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,729900,3,2,1150,447 Vernon Ave,"Staten Island, NY 10309","447 Vernon AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Vernon Avenue,"447 Vernon Ave, Staten Island, NY 10309, USA",40.5302132,-74.1981906
Brokered by Winzone Realty Inc,House for sale,1880000,3,4,3150,3758 Bayview Ave,"Brooklyn, NY 11224","3758 Bayview AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Bayview Avenue,"3758 Bayview Ave, Brooklyn, NY 11224, USA",40.5805262,-74.0061062
Brokered by Charles H. Greenthal Property,Co-op for sale,449000,2,2,1549,26910 Grand Central Pkwy Apt 22L,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 22LFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #22l, Queens, NY 11005, USA",40.7577991,-73.7159564
Brokered by Keller Williams City Views,House for sale,1175000,3,2,2250,251 Beach 140th St,"Rockaway Park, NY 11694","251 Beach 140th StRockaway Park, NY 11694",United States,New York,Queens County,Queens,B 140 Street,"251 B 140 St, Rockaway Park, NY 11694, USA",40.57372,-73.8577786
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,2750000,3,2,2184.207862,16 Gay St,"New York, NY 10014","16 Gay StNew York, NY 10014",United States,New York,New York County,New York,Gay Street,"16 Gay St, New York, NY 10014, USA",40.7336687,-74.000518
